> ethiopia 0
42.4022080664	12.4714415374
42.4012531625	12.4706502726
42.3882930125	12.4512916247
42.3850321361	12.4341571949
42.3847770691	12.4331655502
42.3737754822	12.4221277237
42.3673477173	12.4133062363
42.3371391296	12.3718366623
42.3303909302	12.3515100479
42.3297309875	12.3425550461
42.3172340393	12.3046388626
42.3138809204	12.3006439209
42.3090744019	12.294919014
42.304107666	12.2922611237
42.2577171326	12.2550392151
42.2402153015	12.2344694138
42.224822998	12.2112379074
42.2230787706	12.2086063328
42.2230758667	12.2086019516
42.2058143616	12.1767568588
42.1847724915	12.1426877975
42.1702194214	12.1284923553
42.1626701355	12.113697052
42.1593208313	12.1036338806
42.1564407349	12.0949649811
42.1523246765	12.0766496658
42.1485176086	12.0732774734
42.1403274536	12.0727510452
42.1341438293	12.0675849915
42.1183662415	12.0386943817
42.1133499146	12.0335035324
42.095954895	12.0053348541
42.0927581787	12.0021152496
42.066619873	11.9757909775
42.0410079956	11.9335222244
42.0398684082	11.9320719263
42.0237464905	11.9115543365
42.0177459717	11.9004182816
42.0130767822	11.8917560577
42.0037155151	11.8790616989
41.9999427795	11.8655719757
41.9778404236	11.8344926834
41.960735321	11.8196468353
41.9382286072	11.8050861359
41.9351921082	11.8031234741
41.9010314941	11.7874536514
41.8969535828	11.7817831039
41.8920021057	11.7554311752
41.8865203857	11.7495565414
41.8773841858	11.7478923798
41.8467674255	11.7339878082
41.8453674316	11.7331380844
41.8368492126	11.7279672623
41.8287467957	11.7071943283
41.8256378174	11.6911554337
41.8110715173	11.647392922
41.8107760681	11.6465052843
41.8053283691	11.6301383972
41.8072433472	11.6204433441
41.8066482544	11.6166200638
41.8035125732	11.596367836
41.7910118103	11.5526800156
41.7908401489	11.5437135696
41.789455364	11.5413258922
41.7889648763	11.5404801822
41.7838478088	11.5316572189
41.7761001587	11.5046672821
41.7746315002	11.4951629639
41.7734413147	11.4874696732
41.7754898071	11.4727134705
41.7945709229	11.3973865509
41.7998161316	11.3718299866
41.8018188477	11.3620653152
41.8077354431	11.3182611465
41.8085021973	11.2609872818
41.8098907471	11.2483129501
41.8098487854	11.2461032867
41.8097301315	11.2399273518
41.8095319221	11.2296105544
41.809047699	11.2044067383
41.8030967712	11.1199235916
41.8016891479	11.0999174118
41.8037719727	11.0628557205
41.7997207642	11.0093545914
41.7965049744	10.9992980957
41.7934150696	10.9961366653
41.7932773314	10.9958444636
41.7931480408	10.9955701828
41.7913289359	10.9917240343
41.7899250191	10.9887557211
41.7895355225	10.9879322052
41.7894113491	10.9866541181
41.7889556885	10.9819641113
41.791190371	10.973757801
41.791303105	10.9733438139
41.7913475037	10.9731807709
41.7922896169	10.9725858382
41.7984771729	10.9686784744
41.8110275269	10.9677505493
41.8110714719	10.9656799816
41.8111495972	10.9619989395
41.815990448	10.9593782425
41.827243831	10.9591646896
41.8411178589	10.9589014053
41.8861579895	10.9470748901
41.9006271362	10.9432735443
41.9273719788	10.9422979355
41.9422111511	10.9394807816
41.9425964355	10.9353351593
41.9396705627	10.9284925461
41.9447212219	10.9132175446
41.9490776062	10.9099149704
41.958404541	10.9108839035
41.9678344727	10.9169082642
41.975025177	10.9275751114
41.9789199829	10.9266262054
41.9822044373	10.925825119
41.9916343689	10.9201221466
42.0029602051	10.9164152145
42.0170211792	10.9212331772
42.0268096924	10.921959877
42.0312805176	10.9244012833
42.067325592	10.9229974747
42.0704345703	10.9273052216
42.0755691528	10.9511184692
42.0789451599	10.9556217194
42.0808334351	10.9581413269
42.0992393494	10.959154129
42.1126403809	10.9657850266
42.1219978333	10.9681272507
42.1269569397	10.9714765549
42.1426544189	10.9766798019
42.1554527283	10.9764223099
42.162853241	10.9739732742
42.1757087708	10.9767026901
42.1889915466	10.977353096
42.1958999634	10.9737634659
42.1974372864	10.969827652
42.1998786926	10.9635648727
42.2070274353	10.9602003098
42.2325248718	10.9663486481
42.2705154419	10.968788147
42.2889976501	10.984503746
42.3093795776	10.9907512665
42.3125457764	10.9903669357
42.3254013062	10.9888086319
42.3282357369	10.9893893862
42.3383827209	10.9914684296
42.3502464294	10.9965333939
42.355846405	10.9973726273
42.3728103638	10.9960975647
42.39453125	10.9885129929
42.4046516418	10.9827814102
42.4241485596	10.9800701141
42.4345092773	10.9855442047
42.4354476929	10.9860401154
42.4486122131	10.9963092804
42.4589347839	11.0013055801
42.4993057251	11.0325117111
42.5120048523	11.0382175446
42.5442199707	11.0469999313
42.5604896545	11.0514326096
42.5919647217	11.0638580322
42.598941803	11.0634765625
42.6105003357	11.0703544617
42.6250419617	11.085442543
42.6323394775	11.0889644623
42.6409378052	11.0883159637
42.654499054	11.0801992416
42.6558685303	11.0775194168
42.6562843323	11.076710701
42.6633872986	11.0714950562
42.678276062	11.0709381104
42.6834449768	11.0625448227
42.6934890747	11.0535840988
42.6978988647	11.053027153
42.7113304138	11.0600881577
42.7178192139	11.0587949753
42.7278900146	11.0613307953
42.7361183167	11.0648269653
42.7462997437	11.0721893311
42.7574386597	11.070561409
42.7645149231	11.0641937256
