> Croatia
17.1595 43.1874
17.148 43.1945
17.1441 43.1954
17.1399 43.1919
17.1205 43.2022
17.1162 43.2045
17.1134 43.2118
17.1088 43.215
17.1066 43.2245
17.0796 43.2338
17.0769 43.2411
17.0666 43.2474
17.0632 43.2579
17.0591 43.2634
17.0504 43.2708
17.0404 43.2738
17.0208 43.2848
17.0164 43.2887
17.0165 43.2917
17.0167 43.2971
17.01 43.303
16.9923 43.3138
16.9808 43.3246
16.9588 43.3404
16.9539 43.3453
16.9512 43.353
16.9446 43.3586
16.9257 43.3679
16.9183 43.3754
16.9043 43.3827
16.8937 43.3905
16.8887 43.3978
16.8851 43.3996
16.8748 43.3963
16.8585 43.3976
16.841 43.4012
16.8299 43.4
16.8158 43.4037
16.8013 43.4035
16.7466 43.4097
16.7447 43.4099
16.7186 43.416
16.7152 43.4206
16.7096 43.4241
16.7065 43.4311
16.6928 43.4428
16.6828 43.4397
16.6524 43.441
16.6452 43.4381
16.6397 43.4428
16.6296 43.4458
16.6275 43.4505
16.6245 43.4525
16.6097 43.4583
16.5978 43.4595
16.5528 43.4827
16.5475 43.4881
16.5399 43.4959
16.5317 43.4995
16.4875 43.5047
16.4747 43.5021
16.4355 43.5006
16.4282 43.5032
16.4123 43.5047
16.4054 43.5084
16.3964 43.507
16.395 43.5087
16.3978 43.5116
16.4007 43.513
16.4073 43.5161
16.4266 43.5166
16.4317 43.5212
16.4287 43.5259
16.4298 43.5277
16.437 43.5276
16.4384 43.5296
16.4431 43.5296
16.4467 43.5266
16.4643 43.5306
16.471 43.528
16.4759 43.5291
16.4754 43.531
16.469 43.5336
16.4701 43.5354
16.4746 43.5358
16.477 43.538
16.4701 43.539
16.455 43.5382
16.4466 43.5397
16.4397 43.544
16.431 43.5453
16.4244 43.5453
16.4137 43.5452
16.4079 43.5473
16.3916 43.5477
16.3642 43.5517
16.347 43.5493
16.3378 43.5454
16.326 43.5437
16.3191 43.5401
16.3114 43.5386
16.3059 43.5329
16.2948 43.5282
16.2849 43.5272
16.2791 43.5252
16.2677 43.5248
16.2638 43.5236
16.2597 43.5195
16.2533 43.5179
16.2541 43.5165
16.2612 43.5157
16.2686 43.5175
16.3161 43.5134
16.3436 43.504
16.3476 43.4995
16.3584 43.4969
16.3655 43.492
16.3724 43.4953
16.3755 43.4945
16.3786 43.4907
16.3934 43.4907
16.3918 43.4885
16.3905 43.4867
16.3578 43.4832
16.3377 43.4837
16.3278 43.4853
16.3104 43.4845
16.2973 43.489
16.2853 43.4884
16.2782 43.4943
16.2747 43.4938
16.2727 43.4918
16.2734 43.489
16.2694 43.4869
16.2614 43.4857
16.2559 43.4866
16.254 43.483
16.249 43.4837
16.2459 43.4809
16.2412 43.4848
16.2401 43.4857
16.2197 43.4901
16.2119 43.4905
16.2113 43.4947
16.2036 43.4973
16.2071 43.5006
16.2176 43.5029
16.2319 43.4999
16.2396 43.4954
16.244 43.4947
16.2453 43.499
16.2583 43.4966
16.2622 43.498
16.2578 43.509
16.2505 43.5119
16.2421 43.5125
16.2391 43.5145
16.2445 43.5184
16.2389 43.5193
16.2305 43.519
16.225 43.5188
16.2157 43.5165
16.207 43.5107
16.1979 43.5109
16.1913 43.5077
16.186 43.508
16.1801 43.5128
16.1721 43.5148
16.1628 43.5127
16.1562 43.516
16.1393 43.5175
16.1333 43.5212
16.127 43.5176
16.117 43.5178
16.1136 43.5157
16.1159 43.513
16.1359 43.511
16.1417 43.5084
16.1516 43.5084
16.1533 43.5083
16.1586 43.5044
16.1732 43.4985
16.179 43.4929
16.1708 43.4883
16.1597 43.4872
16.1556 43.4839
16.147 43.4864
16.1328 43.4852
16.1244 43.4869
16.1166 43.4907
16.1114 43.4894
16.1282 43.4801
16.1214 43.4768
16.124 43.4741
16.1176 43.4728
16.1011 43.4749
16.0959 43.4744
16.0947 43.4743
16.0909 43.4772
16.0828 43.4781
16.0802 43.4846
16.0735 43.4831
16.0667 43.4852
16.0644 43.4798
16.0578 43.4769
16.0535 43.4775
16.0472 43.481
16.038 43.4798
16.0377 43.4838
16.0463 43.4898
16.0398 43.4908
16.0344 43.4899
16.0254 43.4946
16.0227 43.4892
16.0192 43.4885
16.0156 43.4903
16.0148 43.4924
16.0187 43.4981
16.0161 43.504
16.0088 43.4965
16.005 43.4962
16.0051 43.4936
15.9982 43.4896
15.9945 43.4946
15.9974 43.4989
15.985 43.5045
15.9816 43.5053
15.9763 43.4982
15.9721 43.4975
15.9698 43.5003
15.9728 43.5059
15.9705 43.5081
15.9609 43.5025
15.9581 43.5073
15.9523 43.5093
15.9521 43.5107
15.959 43.5102
15.9626 43.5114
15.9538 43.5201
15.958 43.5203
15.9726 43.5142
15.9794 43.5166
15.9847 43.5162
15.9884 43.5192
15.9848 43.5234
15.9821 43.5266
15.98 43.5324
15.9815 43.5354
15.9899 43.5414
15.9875 43.5429
15.9815 43.5422
15.9771 43.5461
15.973 43.5419
15.9713 43.5372
15.9676 43.5339
15.9743 43.5274
15.9743 43.5235
15.968 43.524
15.9643 43.529
15.9612 43.5255
15.9565 43.5261
15.9543 43.5297
15.9585 43.538
15.9568 43.5408
15.9452 43.5454
15.9414 43.5488
15.9325 43.5476
15.927 43.5536
15.9246 43.5582
15.9237 43.5597
15.9265 43.5626
15.9338 43.5632
15.9383 43.5607
15.9435 43.5625
15.9404 43.5677
15.9436 43.5712
15.9416 43.5738
15.9378 43.5738
15.9344 43.5702
15.9262 43.5704
15.9174 43.5749
15.9171 43.5786
15.9269 43.583
15.9291 43.5865
15.928 43.5884
15.9204 43.592
15.923 43.6006
15.9199 43.6051
15.9203 43.6105
15.9227 43.6159
15.9216 43.6187
15.9162 43.6222
15.9176 43.6276
15.9123 43.6318
15.9173 43.6345
15.9222 43.6373
15.9355 43.634
15.952 43.636
15.9659 43.6319
15.9716 43.6328
15.9712 43.6354
15.9612 43.6365
15.9564 43.6395
15.946 43.6386
15.9354 43.6447
15.9261 43.6468
15.9143 43.6448
15.9018 43.6497
15.9057 43.6518
15.9116 43.6506
15.9166 43.6536
15.923 43.651
15.9269 43.6518
15.9265 43.6545
15.9291 43.6549
15.93 43.6551
15.9419 43.6465
15.9474 43.6447
15.9507 43.6461
15.9487 43.6488
15.9482 43.658
15.9446 43.6604
15.9474 43.6633
15.9403 43.6656
15.9388 43.6701
15.929 43.6739
15.9301 43.676
15.9405 43.6725
15.9465 43.68
15.9559 43.6865
15.9454 43.6966
15.9417 43.6977
15.9399 43.695
15.9413 43.6817
15.9392 43.6792
15.9324 43.6788
15.9195 43.678
15.9075 43.6923
15.894 43.7014
15.8903 43.7022
15.8855 43.6979
15.8811 43.6985
15.8539 43.7173
15.861 43.7267
15.878 43.7298
15.8858 43.7281
15.8938 43.7186
15.8999 43.7197
15.8977 43.7216
15.8946 43.7243
15.898 43.7267
15.9027 43.7269
15.901 43.7295
15.8913 43.7341
15.884 43.742
15.885 43.7463
15.8806 43.7499
15.8632 43.7571
15.8448 43.776
15.8533 43.7878
15.8563 43.7895
15.8651 43.7921
15.872 43.7925
15.8791 43.7894
15.8851 43.7935
15.8889 43.7938
15.8906 43.7958
15.8891 43.7985
15.8831 43.8085
15.8858 43.8096
15.8975 43.8058
15.9144 43.8081
15.9278 43.8171
15.9409 43.8186
15.9479 43.8153
15.9606 43.8049
15.9675 43.8044
15.9733 43.8057
15.981 43.8029
15.9916 43.8054
15.9982 43.8039
15.9999 43.8055
15.9988 43.8081
16.0094 43.817
16.0093 43.8197
16.0048 43.819
16.0039 43.8185
15.9875 43.809
15.9824 43.8085
15.9804 43.8109
15.9844 43.8211
15.9909 43.8268
15.9902 43.8298
15.9942 43.836
15.9919 43.8391
15.9917 43.8476
15.9893 43.8537
15.9773 43.8689
15.9794 43.8715
15.9808 43.8917
15.9791 43.9053
15.9758 43.9079
15.9715 43.9095
15.9694 43.9071
15.9762 43.8896
15.9712 43.8751
15.9605 43.8719
15.9584 43.8702
15.9684 43.861
15.9767 43.8581
15.9842 43.8488
15.983 43.8459
15.9856 43.8391
15.9806 43.8327
15.9821 43.8269
15.9796 43.824
15.9745 43.8236
15.9657 43.8276
15.9624 43.8262
15.9704 43.8201
15.9722 43.8108
15.9688 43.8078
15.9628 43.8085
15.9589 43.8112
15.9523 43.8195
15.9471 43.8237
15.944 43.8261
15.937 43.8255
15.9286 43.8226
15.9194 43.8225
15.9174 43.8215
15.916 43.8158
15.9103 43.8119
15.8964 43.8123
15.8922 43.815
15.8909 43.8217
15.8881 43.823
15.8846 43.822
15.8847 43.8197
15.8807 43.8171
15.877 43.8262
15.8597 43.8357
15.8547 43.8364
15.8504 43.834
15.8498 43.8304
15.8457 43.8299
15.8358 43.8408
15.8288 43.8443
15.8288 43.8443
15.8274 43.843
15.8314 43.8369
15.8376 43.8323
15.8409 43.8262
15.8557 43.8138
15.8521 43.8115
15.8586 43.8061
15.8588 43.805
15.8598 43.7978
15.8567 43.7941
15.8487 43.7928
15.8447 43.7907
15.8428 43.7823
15.8394 43.7794
15.824 43.789
15.8205 43.7878
15.8227 43.7847
15.8394 43.7755
15.8418 43.7704
15.854 43.7575
15.8701 43.7458
15.8768 43.7345
15.8751 43.7327
15.8693 43.7321
15.855 43.7306
15.8489 43.7247
15.8207 43.7357
15.8153 43.7399
15.7988 43.7468
15.7917 43.7523
15.7867 43.7535
15.7832 43.749
15.7786 43.7508
15.7745 43.7499
15.7699 43.756
15.7565 43.7543
15.7513 43.7566
15.7471 43.7556
15.7308 43.7606
15.7272 43.7643
15.7252 43.7664
15.7148 43.7659
15.7013 43.772
15.6957 43.7688
15.6915 43.7761
15.6861 43.7795
15.682 43.7874
15.6733 43.7894
15.6657 43.7971
15.6596 43.7996
15.653 43.8004
15.6454 43.8048
15.6391 43.8046
15.6319 43.8099
15.6202 43.8141
15.6152 43.8189
15.6186 43.8215
15.6286 43.8165
15.633 43.8158
15.6343 43.8169
15.6367 43.8187
15.6512 43.8176
15.6616 43.8138
15.6803 43.8024
15.6825 43.8065
15.6789 43.8169
15.6674 43.8192
15.6592 43.823
15.6405 43.8355
15.6263 43.8391
15.6203 43.8439
15.5939 43.85
15.5905 43.8508
15.5874 43.8558
15.5797 43.8593
15.5735 43.8646
15.563 43.8636
15.5608 43.8647
15.5579 43.8723
15.5346 43.8854
15.5228 43.9015
15.5071 43.9111
15.4933 43.9128
15.4904 43.9166
15.4754 43.9194
15.4677 43.9184
15.4666 43.9191
15.4581 43.9249
15.4503 43.9356
15.4443 43.9395
15.4422 43.9464
15.4364 43.9524
15.4301 43.9579
15.4035 43.9706
15.3865 43.9899
15.3683 44.0059
15.3641 44.0132
15.3607 44.0157
15.3563 44.019
15.3492 44.0216
15.3488 44.0255
15.3426 44.031
15.3309 44.0367
15.3187 44.039
15.3139 44.0381
15.3064 44.0395
15.3038 44.043
15.2973 44.0453
15.2968 44.047
15.3066 44.0471
15.3041 44.0513
15.3056 44.0544
15.3023 44.0575
15.2917 44.0602
15.2893 44.0578
15.2824 44.0633
15.2792 44.068
15.2805 44.0724
15.2679 44.0879
15.2618 44.0953
15.2491 44.1001
15.2469 44.1
15.2476 44.097
15.245 44.0959
15.2289 44.1103
15.2233 44.1119
15.2177 44.1176
15.2187 44.1187
15.226 44.1191
15.224 44.1217
15.2163 44.1247
15.2106 44.1307
15.2025 44.1319
15.2023 44.1347
15.2073 44.1368
15.2065 44.1391
15.2104 44.1403
15.2018 44.1498
15.1855 44.1628
15.1729 44.1729
15.1651 44.1743
15.1557 44.1811
15.1542 44.1832
15.1585 44.1844
15.1558 44.187
15.1498 44.1882
15.1401 44.1943
15.1425 44.1969
15.1508 44.1982
15.1548 44.2054
15.1555 44.21
15.1533 44.2149
15.1553 44.2166
15.1623 44.2166
15.1577 44.2232
15.1627 44.2269
15.1564 44.2322
15.15 44.2324
15.1483 44.2355
15.1378 44.24
15.1323 44.2394
15.1314 44.2393
15.1269 44.2431
15.1279 44.2477
15.1208 44.2509
15.1254 44.2542
15.1108 44.2584
15.1078 44.2619
15.1092 44.2637
15.1173 44.2655
15.1248 44.2769
15.1301 44.2753
15.1361 44.279
15.1553 44.2671
15.1656 44.2548
15.1725 44.2529
15.1785 44.2394
15.1826 44.2376
15.1871 44.2386
15.1825 44.2466
15.1776 44.2491
15.1825 44.25
15.1878 44.2482
15.1992 44.248
15.2028 44.2536
15.2084 44.2562
15.201 44.2695
15.194 44.273
15.1872 44.2808
15.1887 44.2846
15.1945 44.2856
15.2059 44.2799
15.2085 44.2805
15.21 44.2834
15.2037 44.2891
15.1949 44.2906
15.1895 44.2963
15.1825 44.3
15.1823 44.3021
15.1877 44.3012
15.2105 44.2905
15.2256 44.2789
15.2378 44.2718
15.245 44.2697
15.2582 44.2578
15.2672 44.2549
15.2799 44.245
15.2874 44.2443
15.2917 44.2457
15.2953 44.2518
15.294 44.2564
15.2821 44.267
15.2835 44.2694
15.2825 44.2705
15.2741 44.2796
15.2806 44.2815
15.2932 44.2801
15.2997 44.2823
15.3029 44.2859
15.3009 44.2896
15.2815 44.2984
15.2673 44.3145
15.2588 44.3199
15.2577 44.3227
15.2611 44.3301
15.2668 44.3294
15.2689 44.3321
15.2721 44.3327
15.2742 44.3301
15.271 44.3261
15.2855 44.3189
15.2897 44.3183
15.299 44.317
15.3209 44.3015
15.3279 44.3019
15.3308 44.2981
15.3244 44.2926
15.3359 44.2895
15.3413 44.2847
15.3639 44.2758
15.373 44.2695
15.3833 44.2668
15.399 44.2584
15.4163 44.2566
15.4203 44.2581
15.4327 44.263
15.4435 44.2624
15.4571 44.2566
15.4761 44.2549
15.4787 44.2523
15.5028 44.25
15.508 44.2472
15.515 44.2474
15.5144 44.2394
15.5177 44.229
15.5269 44.2199
15.5257 44.2169
15.5183 44.2193
15.5008 44.2142
15.4997 44.2138
15.4799 44.2128
15.4718 44.2106
15.4673 44.2057
15.4696 44.2024
15.4817 44.1987
15.487 44.193
15.5012 44.1833
15.5224 44.1767
15.5265 44.1772
15.533 44.1829
15.5383 44.1853
15.5443 44.1848
15.5427 44.1883
15.5447 44.19
15.5677 44.1871
15.5875 44.1762
15.5996 44.1633
15.6001 44.1598
15.6004 44.1575
15.5954 44.1504
15.5962 44.1439
15.6011 44.1378
15.6101 44.1308
15.6136 44.1302
15.6259 44.1372
15.6266 44.1461
15.6064 44.1605
15.6024 44.1671
15.5953 44.1733
15.5963 44.1781
15.6013 44.1816
15.6016 44.1848
15.5929 44.1915
15.5867 44.2023
15.5642 44.2074
15.5542 44.2142
15.5384 44.2155
15.5296 44.2221
15.5277 44.2245
15.525 44.228
15.5209 44.2412
15.5234 44.2443
15.528 44.2464
15.5289 44.2544
15.5353 44.2592
15.5266 44.2616
15.5032 44.2724
15.5 44.2723
15.496 44.2699
15.4803 44.2685
15.4743 44.2692
15.4706 44.2709
15.4682 44.2765
15.4624 44.2802
15.4568 44.2781
15.4505 44.2795
15.4389 44.2853
15.4358 44.2883
15.4205 44.3039
15.3991 44.3166
15.3625 44.3263
15.3551 44.3295
15.3434 44.3309
15.3145 44.3457
15.3036 44.3496
15.2952 44.3559
15.2937 44.3565
15.2868 44.3592
15.2779 44.36
15.2601 44.3737
15.256 44.3752
15.253 44.3818
15.2402 44.3903
15.2067 44.4261
15.187 44.4321
15.1788 44.4386
15.1773 44.4439
15.1729 44.4459
15.1691 44.4456
15.1657 44.4522
15.161 44.4535
15.1556 44.4585
15.1461 44.46
15.1305 44.4702
15.1283 44.4753
15.1228 44.4778
15.1205 44.4818
15.1141 44.4861
15.1023 44.5054
15.0883 44.5162
15.0696 44.5226
15.0636 44.5302
15.0625 44.5315
15.0259 44.5571
15.015 44.5571
15.0048 44.5625
15 44.5673
14.9991 44.5682
14.9935 44.5709
14.9916 44.5751
14.9872 44.5768
14.9733 44.5945
14.9752 44.5979
14.9653 44.6042
14.9607 44.6158
14.961 44.6204
14.9605 44.6214
14.9587 44.625
14.9597 44.6298
14.954 44.6305
14.9529 44.6339
14.9477 44.6373
14.9454 44.6411
14.9376 44.6441
14.935 44.6488
14.9244 44.6583
14.9216 44.6637
14.9255 44.6693
14.9164 44.6723
14.9094 44.6781
14.9098 44.6838
14.9014 44.6887
14.8949 44.6967
14.892 44.711
14.8865 44.7208
14.8887 44.7225
14.894 44.727
14.8895 44.7322
14.8964 44.7392
14.8831 44.7617
14.8808 44.7709
14.8829 44.7871
14.8787 44.7928
14.8783 44.8008
14.8792 44.8148
14.8817 44.819
14.8786 44.8249
14.8844 44.8391
14.8838 44.8402
14.8809 44.8459
14.8838 44.8506
14.883 44.8573
14.8861 44.8602
14.8892 44.8596
14.892 44.8671
14.8962 44.8923
14.9041 44.8987
14.9031 44.904
14.9144 44.9144
14.9188 44.9317
14.9182 44.9427
14.9233 44.9503
14.9229 44.9552
14.9226 44.9597
14.9194 44.9651
14.9206 44.9685
14.9176 44.9723
14.9179 44.9769
14.9063 44.9857
14.8997 44.9887
14.8968 44.9941
14.9003 45
14.9008 45.0008
14.8989 45.0057
14.887 45.0203
14.8865 45.0277
14.8761 45.0514
14.8706 45.0603
14.8639 45.0674
14.8588 45.0728
14.8555 45.0869
14.8482 45.0931
14.8459 45.0975
14.8447 45.1132
14.84 45.1115
14.8322 45.1159
14.8238 45.115
14.8094 45.123
14.7932 45.1265
14.7892 45.1299
14.7712 45.1316
14.7516 45.1373
14.7486 45.1388
14.7418 45.1422
14.7277 45.1532
14.7207 45.1546
14.7182 45.1613
14.7107 45.1652
14.6915 45.1697
14.6746 45.1874
14.653 45.2003
14.6457 45.2069
14.6209 45.2194
14.6198 45.2196
14.6155 45.2202
14.6131 45.2247
14.6138 45.2304
14.6108 45.2337
14.6029 45.2371
14.585 45.251
14.5775 45.2501
14.575 45.2517
14.5766 45.2572
14.5626 45.2725
14.5674 45.2767
14.5684 45.282
14.5733 45.2825
14.5747 45.285
14.5701 45.289
14.5435 45.3036
14.5363 45.3051
14.5357 45.3033
14.5536 45.2888
14.5562 45.2837
14.554 45.2796
14.5468 45.2783
14.5302 45.2824
14.5065 45.2916
14.4903 45.3022
14.4818 45.3119
14.4824 45.3169
14.4765 45.3154
14.4481 45.3241
14.4481 45.3241
14.4402 45.3264
14.4205 45.3288
14.4159 45.3324
14.3908 45.3359
14.3658 45.3414
14.3543 45.3447
14.3315 45.3543
14.3242 45.3506
14.3131 45.3386
14.3044 45.3335
14.3012 45.3256
14.2995 45.3215
14.2888 45.3141
14.2802 45.2999
14.2579 45.2364
14.2474 45.217
14.2456 45.2078
14.2447 45.2035
14.2454 45.1921
14.2438 45.1864
14.2362 45.1772
14.2353 45.1674
14.2307 45.1599
14.2283 45.1463
14.2195 45.1385
14.2076 45.121
14.1916 45.1262
14.1921 45.1218
14.199 45.1187
14.1927 45.103
14.1748 45.0829
14.1632 45.0764
14.1582 45.0797
14.155 45.0738
14.1596 45.0648
14.1564 45.0582
14.1636 45.0482
14.1612 45.0464
14.1488 45.0557
14.1469 45.056
14.1462 45.0537
14.1511 45.0475
14.1552 45.0425
14.1611 45.0379
14.1616 45.0359
14.1593 45.0341
14.1615 45.0263
14.163 45.0244
14.1665 45.0238
14.1693 45.0166
14.1659 45.0128
14.1705 45.0019
14.1705 45
14.1707 44.988
14.1678 44.9821
14.1557 44.9724
14.151 44.9633
14.145 44.96
14.1402 44.9606
14.129 44.968
14.124 44.9638
14.1176 44.9645
14.1175 44.9651
14.1167 44.9723
14.109 44.9732
14.1036 44.9685
14.0886 44.9641
14.0805 44.9584
14.0756 44.9505
14.0656 44.9494
14.0684 44.9546
14.0682 44.9628
14.0742 44.9734
14.0797 44.9739
14.0876 44.971
14.0923 44.9736
14.0964 44.973
14.0995 44.9766
14.098 44.979
14.0853 44.9816
14.0871 44.9863
14.0811 44.9886
14.0805 44.9914
14.0786 45
14.0783 45.0017
14.084 45.0064
14.0819 45.0096
14.0746 45.0057
14.0681 45.0047
14.0579 45.0057
14.0554 45.0074
14.0543 45.0117
14.0589 45.0189
14.0528 45.0257
14.0482 45.0437
14.0447 45.0374
14.0396 45.0392
14.036 45.0379
14.0435 45.0276
14.0478 45.0167
14.0427 45.012
14.0414 45.0061
14.0472 45.006
14.0508 45
14.0668 44.9977
14.0696 44.9958
14.0735 44.9847
14.0766 44.9818
14.0726 44.9787
14.0648 44.9782
14.0614 44.9689
14.0525 44.9653
14.053 44.9618
14.051 44.9603
14.0514 44.9562
14.0509 44.955
14.0489 44.9509
14.0443 44.9495
14.0477 44.9459
14.0409 44.9326
14.0396 44.9262
14.0348 44.9204
14.0277 44.9265
14.0239 44.9211
14.0266 44.9188
14.0267 44.914
14.0157 44.9001
14.0132 44.9008
14.0117 44.9041
14.0017 44.8956
13.9939 44.8956
13.9813 44.9012
13.9801 44.8955
13.9886 44.8916
13.9911 44.8891
14.0026 44.8896
14.0019 44.8869
13.9937 44.8837
13.9906 44.8801
14.0003 44.8684
13.995 44.8655
13.9894 44.8577
13.9813 44.8554
13.9799 44.846
13.9815 44.8412
13.9889 44.8334
13.988 44.83
13.9797 44.8238
13.9802 44.8206
13.9834 44.8198
13.9877 44.8234
13.9938 44.8225
13.9948 44.817
14.0004 44.8145
14.0034 44.8103
14.0013 44.8057
14.0005 44.804
13.9851 44.8042
13.9772 44.8067
13.9445 44.808
13.9343 44.8154
13.9314 44.8152
13.9303 44.8069
13.9248 44.8127
13.9293 44.8167
13.929 44.8184
13.9219 44.818
13.9195 44.821
13.9232 44.8243
13.9213 44.8262
13.9109 44.8301
13.9075 44.8254
13.9005 44.8261
13.891 44.8233
13.8873 44.8259
13.8849 44.8242
13.8869 44.823
13.8921 44.8199
13.9131 44.8152
13.9173 44.8091
13.9207 44.8074
13.92 44.7988
13.9123 44.7932
13.9186 44.7834
13.9139 44.7801
13.9151 44.7767
13.924 44.7696
13.9224 44.7685
13.9161 44.7709
13.9051 44.77
13.9054 44.7765
13.9007 44.7844
13.9053 44.787
13.9003 44.7974
13.9025 44.8013
13.9026 44.803
13.9031 44.8088
13.9016 44.8107
13.8938 44.8088
13.8856 44.8106
13.8768 44.8079
13.8747 44.8111
13.8683 44.812
13.8659 44.8159
13.8714 44.8227
13.8685 44.8227
13.8612 44.8181
13.8574 44.8196
13.8544 44.8231
13.8466 44.8224
13.8442 44.8252
13.8489 44.8301
13.8598 44.8311
13.8569 44.8335
13.8459 44.8336
13.8409 44.8374
13.8443 44.8401
13.8438 44.8435
13.8478 44.8466
13.847 44.8494
13.8437 44.8492
13.8404 44.8461
13.839 44.8429
13.8367 44.8373
13.8323 44.839
13.829 44.8439
13.8309 44.8562
13.8215 44.8624
13.814 44.8587
13.811 44.8636
13.798 44.8685
13.7955 44.8749
13.7966 44.8781
13.8039 44.8763
13.8195 44.8677
13.8359 44.8671
13.841 44.872
13.8401 44.8748
13.8361 44.8776
13.8413 44.8786
13.8448 44.8776
13.8463 44.8817
13.8453 44.8839
13.8437 44.8877
13.8349 44.8797
13.8263 44.8804
13.8216 44.8777
13.8129 44.8834
13.8096 44.8879
13.8052 44.8896
13.8037 44.8933
13.7976 44.8921
13.7967 44.8948
13.811 44.9041
13.8135 44.9086
13.8126 44.9109
13.8097 44.9115
13.8122 44.9155
13.8058 44.9168
13.8019 44.9229
13.8005 44.9344
13.7885 44.9466
13.7842 44.9537
13.7826 44.9563
13.7822 44.9618
13.7688 44.9711
13.7621 44.9791
13.7592 44.9876
13.7413 44.9905
13.7387 44.9899
13.73 45
13.7274 45.003
13.7102 45.0146
13.7091 45.0177
13.7125 45.0217
13.7098 45.0261
13.7046 45.0255
13.6993 45.0291
13.6958 45.0244
13.6923 45.0251
13.6897 45.0305
13.6903 45.0342
13.691 45.0384
13.6874 45.0445
13.6813 45.0446
13.6802 45.0486
13.6823 45.0535
13.6863 45.0551
13.6867 45.0569
13.6719 45.0575
13.6653 45.0631
13.652 45.0678
13.6427 45.0687
13.6313 45.0666
13.6291 45.0676
13.627 45.0715
13.6288 45.0756
13.6328 45.0776
13.634 45.0826
13.6306 45.0859
13.6376 45.0908
13.641 45.0955
13.6386 45.0994
13.6346 45.0977
13.6321 45.0987
13.6298 45.1058
13.6285 45.1057
13.6198 45.1047
13.6145 45.1087
13.6109 45.1092
13.6034 45.1209
13.6073 45.1221
13.6127 45.1193
13.6157 45.1226
13.6202 45.1209
13.6229 45.1245
13.6202 45.1292
13.6284 45.1322
13.6477 45.1304
13.6772 45.1313
13.7028 45.137
13.7186 45.1371
13.7222 45.1359
13.7342 45.1317
13.7357 45.1331
13.7344 45.1357
13.7281 45.1394
13.7116 45.1409
13.6819 45.1374
13.6223 45.1397
13.612 45.1342
13.6076 45.1356
13.5976 45.1439
13.5969 45.1485
13.5985 45.1498
13.5974 45.1498
13.5924 45.1498
13.5896 45.1514
13.5936 45.1533
13.5993 45.1509
13.6004 45.1516
13.6002 45.1573
13.6038 45.1596
13.6034 45.1655
13.601 45.1692
13.591 45.1768
13.593 45.179
13.6021 45.1802
13.5987 45.1839
13.5901 45.1867
13.5875 45.1927
13.5798 45.2009
13.5863 45.2028
13.5872 45.208
13.5946 45.2072
13.5943 45.2088
13.5883 45.2117
13.5882 45.2167
13.5935 45.2196
13.592 45.2297
13.5937 45.2316
13.5978 45.2364
13.5945 45.2427
13.5969 45.2458
13.5914 45.2517
13.5957 45.255
13.5949 45.2587
13.587 45.2554
13.5752 45.2593
13.5799 45.2631
13.58 45.265
13.5748 45.2653
13.5746 45.2667
13.5815 45.2709
13.5862 45.2806
13.5961 45.2772
13.6013 45.2796
13.5982 45.282
13.5968 45.2863
13.5864 45.2859
13.5704 45.2979
13.5731 45.3008
13.5764 45.301
13.5773 45.3006
13.5827 45.2979
13.586 45.2983
13.5881 45.303
13.5959 45.3035
13.5978 45.309
13.6046 45.3095
13.6086 45.312
13.6016 45.3153
13.5692 45.314
13.5649 45.3123
13.5594 45.3131
13.5569 45.3156
13.5572 45.3204
13.552 45.3221
13.5515 45.3251
13.5431 45.326
13.54 45.3284
13.5448 45.3335
13.5417 45.3382
13.5445 45.3425
13.5409 45.3485
13.5436 45.3528
13.5505 45.3545
13.5533 45.3576
13.5436 45.3597
13.5419 45.3659
13.5427 45.3679
13.547 45.3692
13.5454 45.3718
13.5374 45.3724
13.5352 45.374
13.5399 45.3785
13.5315 45.3865
13.5332 45.3883
13.5403 45.3881
13.5408 45.3925
13.5344 45.3949
13.5334 45.4006
13.5174 45.4124
13.5159 45.4152
13.5246 45.4228
13.5194 45.4364
13.5247 45.4393
13.5232 45.4416
13.5151 45.4423
13.5123 45.4448
13.5173 45.4495
13.5155 45.4521
13.5137 45.4549
13.515 45.4567
13.51 45.4616
13.5112 45.4655
13.5078 45.4768
13.4947 45.4828
13.4932 45.486
13.495 45.4894
13.4993 45.4911
13.5071 45.5054
13.51 45.506
13.5823 45.4808
13.5872 45.4814
> L1X
13.748736 44.935165
13.743688 44.937347
13.735991 44.937988
13.734470 44.939857
13.737222 44.943684
13.742334 44.942875
13.745314 44.944641
13.749785 44.936970
13.748736 44.935165
> L2X
14.832120 44.891296
14.807256 44.899914
14.801107 44.903526
14.792370 44.908661
14.779828 44.908836
14.769083 44.916988
14.770266 44.920383
14.765067 44.924683
14.767739 44.926197
14.766630 44.928982
14.769346 44.931183
14.768251 44.934200
14.769801 44.938274
14.772415 44.938877
14.781032 44.932632
14.788363 44.931473
14.792364 44.928596
14.797505 44.928429
14.811372 44.918797
14.820525 44.915974
14.823150 44.911758
14.829134 44.909725
14.833678 44.900406
14.832120 44.891296
> L3X
13.763540 44.909836
13.762318 44.906467
13.761814 44.905075
13.758483 44.902634
13.759298 44.899406
13.752916 44.893604
13.748353 44.899212
13.751993 44.901417
13.750964 44.906940
13.746377 44.912086
13.752107 44.917675
13.750401 44.922527
13.739663 44.926907
13.739780 44.929424
13.742394 44.930275
13.753282 44.929100
13.756701 44.926498
