> -Z0
29.691944 59.994583
29.691944 59.994862
29.692499 59.994862
29.692499 59.995693
29.693611 59.995693
29.693611 59.995972
29.694166 59.995972
29.694166 59.996250
29.694721 59.996250
29.694721 59.996529
29.695833 59.996529
29.695833 59.997082
29.696943 59.997082
29.696943 59.996807
29.697500 59.996807
29.697500 59.997082
29.698053 59.997082
29.698053 59.997639
29.698610 59.997639
29.698610 59.998196
29.698053 59.998196
29.698053 59.998749
29.698610 59.998749
29.698610 59.999306
29.698053 59.999306
29.698053 59.999584
29.698610 59.999584
29.698610 60.000000
29.706388 60.000000
29.706388 59.999863
29.706388 59.999584
29.705833 59.999584
29.705833 59.999027
29.704721 59.999027
29.704721 59.998474
29.704166 59.998474
29.704166 59.997917
29.703611 59.997917
29.703611 59.996250
29.704166 59.996250
29.704166 59.995972
29.703056 59.995972
29.703056 59.995419
29.702499 59.995419
29.702499 59.994862
29.703056 59.994862
29.703056 59.994583
29.707500 59.994583
29.707500 59.993195
29.706388 59.993195
29.706388 59.992916
29.705278 59.992916
29.705278 59.992638
29.704721 59.992638
29.704721 59.992363
29.704166 59.992363
29.704166 59.991806
29.703611 59.991806
29.703611 59.990971
29.703056 59.990971
29.703056 59.990417
29.702499 59.990417
29.702499 59.990139
29.701944 59.990139
29.701944 59.989307
29.701389 59.989307
29.701389 59.988750
29.700834 59.988750
29.700832 59.987915
29.699722 59.987915
29.699722 59.987640
29.699165 59.987640
29.699165 59.987362
29.698610 59.987362
29.698610 59.987640
29.698053 59.987640
29.698053 59.987083
29.698610 59.987083
29.698610 59.986805
29.699722 59.986805
29.699722 59.986526
29.700275 59.986526
29.700275 59.986252
29.700832 59.986252
29.700834 59.985973
29.702499 59.985973
29.702499 59.985695
29.704721 59.985695
29.704721 59.985416
29.706388 59.985416
29.706388 59.985138
29.708055 59.985138
29.708055 59.984859
29.740276 59.984859
29.740276 59.984585
29.745277 59.984585
29.745277 59.984306
29.746944 59.984306
29.746944 59.983749
29.747499 59.983749
29.747499 59.983471
29.750834 59.983471
29.750834 59.983196
29.751944 59.983196
29.751944 59.982918
29.752501 59.982918
29.752501 59.982639
29.754168 59.982639
29.754168 59.982361
29.755280 59.982361
29.755280 59.982082
29.756390 59.982082
29.756390 59.981804
29.756945 59.981804
29.756945 59.981529
29.758612 59.981529
29.758612 59.981251
29.759722 59.981251
29.759722 59.980972
29.760834 59.980972
29.760834 59.980694
29.761944 59.980694
29.761944 59.980415
29.762501 59.980415
29.762501 59.980141
29.763056 59.980141
29.763056 59.979862
29.764723 59.979862
29.764723 59.979584
29.765278 59.979584
29.765278 59.979305
29.766947 59.979305
29.766947 59.979027
29.768057 59.979027
29.768057 59.978748
29.769169 59.978748
29.769169 59.978474
29.770279 59.978474
29.770279 59.979027
29.770834 59.979027
29.770834 59.979305
29.771391 59.979305
29.771391 59.979584
29.771944 59.979584
29.771944 59.979862
29.771391 59.979862
29.771391 59.980141
29.770279 59.980141
29.770279 59.980415
29.769722 59.980415
29.769722 59.980694
29.767500 59.980694
29.767500 59.980972
29.765833 59.980972
29.765833 59.981251
29.765278 59.981251
29.765278 59.981529
29.763056 59.981529
29.763056 59.982082
29.761389 59.982082
29.761389 59.982361
29.760279 59.982361
29.760279 59.982639
29.758612 59.982639
29.758612 59.982918
29.756945 59.982918
29.756945 59.983471
29.759722 59.983471
29.759722 59.983749
29.761944 59.983749
29.761944 59.984028
29.762501 59.984028
29.762501 59.984585
29.763056 59.984585
29.763056 59.984859
29.763611 59.984859
29.763611 59.985138
29.764166 59.985138
29.764166 59.986805
29.763611 59.986805
29.763611 59.987083
29.762501 59.987083
29.762501 59.986805
29.760834 59.986805
29.760834 59.986526
29.760279 59.986526
29.760277 59.985973
29.759722 59.985973
29.759722 59.985695
29.758612 59.985695
29.758612 59.985416
29.756390 59.985416
29.756390 59.985138
29.755833 59.985138
29.755833 59.985416
29.755280 59.985416
29.755280 59.985973
29.754168 59.985973
29.754168 59.986526
29.753057 59.986526
29.753057 59.986805
29.752501 59.986805
29.752501 59.987915
29.751944 59.987915
29.751944 59.988472
29.752501 59.988472
29.752501 59.989861
29.753057 59.989861
29.753057 59.990417
29.752501 59.990417
29.752501 59.990696
29.751944 59.990696
29.751944 59.990971
29.751389 59.990971
29.751389 59.991249
29.750834 59.991249
29.750834 59.991528
29.750278 59.991528
29.750278 59.991806
29.749722 59.991806
29.749722 59.992085
29.749166 59.992085
29.749166 59.992363
29.748611 59.992363
29.748611 59.992638
29.748056 59.992638
29.748056 59.992916
29.747499 59.992916
29.747499 59.993195
29.746944 59.993195
29.746944 59.993473
29.745277 59.993473
29.745277 59.993752
29.741386 59.993752
29.741386 59.993473
29.740833 59.993473
29.740833 59.993195
29.740276 59.993195
29.740276 59.992916
29.739721 59.992916
29.739721 59.992638
29.738611 59.992638
29.738611 59.992916
29.738054 59.992916
29.738054 59.994026
29.737499 59.994026
29.737499 59.994305
29.735277 59.994305
29.735277 59.994583
29.733610 59.994583
29.733610 59.994862
29.733055 59.994862
29.733055 59.995419
29.732500 59.995419
29.732500 59.996250
29.733055 59.996250
29.733055 59.996529
29.733610 59.996529
29.733610 59.996807
29.734722 59.996807
29.734722 59.997082
29.735832 59.997082
29.735832 59.997360
29.736389 59.997360
29.736389 59.998196
29.735832 59.998196
29.735832 59.998749
29.736389 59.998749
29.736389 59.999027
29.737499 59.999027
29.737499 59.998749
29.737749 59.998749
29.737881 60.000000
29.738029 60.001427
29.717884 60.004620
29.703556 60.005890
29.678083 60.024319
29.650286 60.031422
29.647779 60.033016
29.643053 60.036026
29.644566 60.035942
29.655773 60.035305
29.727686 60.023121
29.741285 60.015720
29.751986 60.014420
29.760588 60.010822
29.770885 60.003822
29.781982 60.003822
29.789684 60.000019
29.806086 59.991920
29.809685 59.988319
29.800283 59.986282
29.800833 59.986252
29.800833 59.985695
29.801390 59.985695
29.801390 59.985416
29.803055 59.985416
29.803055 59.985138
29.803612 59.985138
29.803612 59.984859
29.804167 59.984859
29.804167 59.984585
29.804722 59.984585
29.804722 59.983749
29.804167 59.983749
29.804167 59.983471
29.799723 59.983471
29.799723 59.983749
29.798611 59.983749
29.798611 59.984028
29.798462 59.984032
29.797054 59.978611
29.790985 59.975922
29.786928 59.977604
29.786945 59.977085
29.787500 59.977085
29.787500 59.975971
29.788055 59.975971
29.788055 59.975140
29.788610 59.975140
29.788610 59.974861
29.789167 59.974861
29.789167 59.974583
29.789722 59.974583
29.789722 59.974304
29.791389 59.974304
29.791389 59.974030
29.792500 59.974030
29.792500 59.973473
29.793612 59.973473
29.793612 59.973194
29.795834 59.973194
29.795834 59.973473
29.796944 59.973473
29.796944 59.972916
29.796389 59.972916
29.796389 59.972637
29.794722 59.972637
29.794722 59.972363
29.794168 59.972363
29.794168 59.972084
29.793612 59.972084
29.793612 59.971806
29.792500 59.971806
29.792500 59.971527
29.790833 59.971527
29.790833 59.971249
29.790277 59.971249
29.790277 59.970974
29.788610 59.970974
29.788610 59.970695
29.788055 59.970695
29.788055 59.970974
29.787500 59.970974
29.787500 59.971249
29.786945 59.971249
29.786945 59.972084
29.786388 59.972084
29.786388 59.972363
29.785833 59.972363
29.785833 59.972916
29.785278 59.972916
29.785278 59.973194
29.784721 59.973194
29.784721 59.973473
29.784166 59.973473
29.784166 59.974030
29.783611 59.974030
29.783611 59.974304
29.783056 59.974304
29.783056 59.974583
29.782497 59.974583
29.782497 59.974861
29.783056 59.974861
29.783056 59.975140
29.784721 59.975140
29.784721 59.975971
29.784166 59.975971
29.784166 59.976528
29.783611 59.976528
29.783611 59.977085
29.781944 59.977085
29.781944 59.977360
29.780834 59.977360
29.780834 59.977638
29.780275 59.977638
29.780275 59.977917
29.779722 59.977917
29.779722 59.978474
29.780275 59.978474
29.780275 59.978748
29.780834 59.978748
29.780834 59.979027
29.781944 59.979027
29.781944 59.979305
29.782497 59.979305
29.782497 59.979584
29.780834 59.979584
29.780834 59.979305
29.779722 59.979305
29.779722 59.979027
29.778053 59.979027
29.778053 59.978748
29.777500 59.978748
29.777500 59.978474
29.776388 59.978474
29.776388 59.977638
29.775833 59.977638
29.775833 59.977085
29.775278 59.977085
29.775278 59.976807
29.775833 59.976807
29.775833 59.976528
29.776388 59.976528
29.776388 59.976250
29.776943 59.976250
29.776943 59.975693
29.778053 59.975693
29.778053 59.975140
29.779165 59.975140
29.779165 59.974304
29.779722 59.974304
29.779722 59.974030
29.780275 59.974030
29.780275 59.973751
29.781389 59.973751
29.781389 59.973194
29.781944 59.973194
29.781944 59.972916
29.782497 59.972916
29.782497 59.972637
29.783056 59.972637
29.783056 59.972363
29.784166 59.972363
29.784166 59.971527
29.784721 59.971527
29.784721 59.970695
29.785278 59.970695
29.785278 59.970417
29.787500 59.970417
29.787500 59.970139
29.788055 59.970139
29.788055 59.969860
29.789167 59.969860
29.789167 59.969307
29.790277 59.969307
29.790277 59.969028
29.790833 59.969028
29.790833 59.968472
29.791389 59.968472
29.791389 59.968193
29.791945 59.968193
29.791945 59.967918
29.792500 59.967918
29.792500 59.967640
29.793055 59.967640
29.793055 59.967083
29.793612 59.967083
29.793612 59.966805
29.794168 59.966805
29.794168 59.966526
29.795279 59.966526
29.795279 59.965973
29.795834 59.965973
29.795834 59.965694
29.796389 59.965694
29.796389 59.965416
29.796944 59.965416
29.796944 59.965137
29.797501 59.965137
29.797501 59.964863
29.798611 59.964863
29.798611 59.964584
29.801390 59.964584
29.801390 59.964306
29.801945 59.964306
29.801945 59.963749
29.803055 59.963749
29.803055 59.963470
29.804167 59.963470
29.804167 59.963196
29.804722 59.963196
29.804722 59.962917
29.808058 59.962917
29.808058 59.962639
29.809168 59.962639
29.809168 59.962360
29.810280 59.962360
29.810280 59.962082
29.810833 59.962082
29.810833 59.961807
29.811390 59.961807
29.811390 59.961529
29.812502 59.961529
29.812502 59.961250
29.813055 59.961250
29.813055 59.960972
29.814167 59.960972
29.814167 59.960693
29.814722 59.960693
29.814722 59.960415
29.816389 59.960415
29.816389 59.960693
29.818054 59.960693
29.818054 59.960415
29.819164 59.960415
29.819164 59.960140
29.819721 59.960140
29.819723 59.959862
29.820833 59.959862
29.820833 59.959583
29.821945 59.959583
29.821945 59.959305
29.823055 59.959305
29.823055 59.959026
29.824722 59.959026
29.824722 59.958752
29.825832 59.958752
29.825834 59.958473
29.827499 59.958473
29.827499 59.958195
29.828611 59.958195
29.828611 59.957916
29.829721 59.957916
29.829721 59.957638
29.832500 59.957638
29.832500 59.957359
29.833057 59.957359
29.833057 59.957085
29.833611 59.957085
29.833611 59.956806
29.834723 59.956806
29.834723 59.956528
29.836390 59.956528
29.836390 59.956249
29.838612 59.956249
29.838612 59.955971
29.839722 59.955971
29.839722 59.955696
29.841389 59.955696
29.841389 59.955418
29.843056 59.955418
29.843056 59.955139
29.844166 59.955139
29.844166 59.954861
29.845833 59.954861
29.845833 59.954582
29.846947 59.954582
29.846947 59.954304
29.848612 59.954304
29.848612 59.954029
29.850279 59.954029
29.850279 59.953751
29.851944 59.953751
29.851944 59.953472
29.853056 59.953472
29.853056 59.953194
29.853613 59.953194
29.853613 59.952915
29.854721 59.952915
29.854721 59.952641
29.856388 59.952641
29.856388 59.952362
29.858053 59.952362
29.858053 59.952084
29.859165 59.952084
29.859165 59.951805
29.860834 59.951805
29.860834 59.951527
29.861944 59.951527
29.861944 59.951248
29.864166 59.951248
29.864166 59.950974
29.864721 59.950974
29.864723 59.951248
29.866945 59.951248
29.866945 59.950974
29.867500 59.950974
29.867500 59.950695
29.868610 59.950695
29.868610 59.950417
29.869167 59.950417
29.869167 59.950138
29.870277 59.950138
29.870277 59.949860
29.870832 59.949860
29.870832 59.949585
29.872499 59.949585
29.872499 59.949306
29.874722 59.949306
29.874722 59.949028
29.875278 59.949028
29.875278 59.948193
29.878611 59.948193
29.878611 59.947918
29.879168 59.947918
29.879168 59.947639
29.880833 59.947639
29.880833 59.947361
29.881945 59.947361
29.881945 59.947083
29.882500 59.947083
29.882500 59.946804
29.884167 59.946804
29.884167 59.946529
29.885834 59.946529
29.885834 59.946251
29.887501 59.946251
29.887501 59.945972
29.888611 59.945972
29.888611 59.945694
29.890833 59.945694
29.890833 59.945415
29.891390 59.945415
29.891390 59.945137
29.891945 59.945137
29.891945 59.944862
29.894167 59.944862
29.894167 59.944584
29.895832 59.944584
29.895832 59.944305
29.896942 59.944305
29.896942 59.944027
29.898054 59.944027
29.898054 59.943748
29.899723 59.943748
29.899723 59.943474
29.901386 59.943474
29.901386 59.943195
29.902500 59.943195
29.902500 59.942917
29.904167 59.942917
29.904167 59.942638
29.905277 59.942638
29.905277 59.942360
29.906389 59.942360
29.906389 59.942081
29.907499 59.942081
29.907499 59.941807
29.909166 59.941807
29.909166 59.941528
29.911388 59.941528
29.911388 59.941250
29.912500 59.941250
29.912500 59.940971
29.913610 59.940971
29.913610 59.940693
29.915279 59.940693
29.915279 59.940418
29.916389 59.940418
29.916389 59.940140
29.917498 59.940140
29.917498 59.939861
29.918612 59.939861
29.918612 59.939583
29.919722 59.939583
29.919722 59.939304
29.920834 59.939304
29.920834 59.939026
29.921944 59.939026
29.921944 59.938751
29.923611 59.938751
29.923611 59.938473
29.925278 59.938473
29.925278 59.938194
29.926390 59.938194
29.926390 59.937916
29.928055 59.937916
29.928055 59.937637
29.929169 59.937637
29.929169 59.937363
29.930834 59.937363
29.930834 59.937084
29.932501 59.937084
29.932501 59.936806
29.933613 59.936806
29.933613 59.936527
29.934166 59.936527
29.934166 59.936249
29.935831 59.936249
29.935831 59.935974
29.938053 59.935970
29.938053 59.935696
29.939722 59.935696
29.939722 59.935417
29.940836 59.935417
29.940836 59.935139
29.941944 59.935139
29.941944 59.934860
29.943611 59.934860
29.943611 59.934582
29.944719 59.934582
29.944723 59.934307
29.945833 59.934307
29.945833 59.934029
29.947500 59.934029
29.947500 59.933750
29.948610 59.933750
29.948610 59.933472
29.951389 59.933472
29.951389 59.933193
29.951944 59.933193
29.951944 59.932919
29.953054 59.932915
29.953054 59.932640
29.954168 59.932640
29.954168 59.932362
29.955833 59.932362
29.955833 59.932083
29.957500 59.932083
29.957500 59.931805
29.959167 59.931805
29.959167 59.931526
29.960278 59.931526
29.960278 59.931252
29.961390 59.931252
29.961390 59.930973
29.961945 59.930973
29.961945 59.930695
29.963055 59.930695
29.963055 59.930416
29.964722 59.930416
29.964722 59.930138
29.966389 59.930138
29.966389 59.929863
29.967501 59.929863
29.967501 59.929585
29.968611 59.929585
29.968611 59.929306
29.970280 59.929306
29.970280 59.929028
29.971945 59.929028
29.971945 59.928749
29.973055 59.928749
29.973055 59.928471
29.974724 59.928471
29.974724 59.928196
29.975834 59.928196
29.975834 59.927917
29.977499 59.927917
29.977501 59.927639
29.978611 59.927639
29.978611 59.927361
29.980276 59.927361
29.980276 59.927082
29.981386 59.927082
29.981386 59.926807
29.982498 59.926807
29.982498 59.926529
29.983608 59.926529
29.983612 59.926250
29.984722 59.926250
29.984722 59.925972
29.987499 59.925972
29.987499 59.925694
29.988611 59.925694
29.988611 59.925415
29.990278 59.925415
29.990278 59.925140
29.992500 59.925140
29.992500 59.924862
29.993610 59.924862
29.993610 59.924583
29.994165 59.924583
29.994165 59.924305
29.995832 59.924305
29.995832 59.924026
29.996387 59.924026
29.996387 59.923752
29.997498 59.923752
29.997498 59.923473
29.999722 59.923473
30.000834 59.923473
30.000834 59.923195
30.001389 59.923195
30.001389 59.922916
30.003056 59.922916
30.003056 59.922638
30.004723 59.922638
30.004723 59.922359
30.006390 59.922359
30.006390 59.922085
30.007500 59.922085
30.007500 59.921806
30.008055 59.921806
30.008055 59.921528
30.009722 59.921528
30.009722 59.921249
30.010834 59.921249
30.010834 59.920971
30.012501 59.920971
30.012501 59.920696
30.013613 59.920696
30.013613 59.920418
30.015278 59.920418
30.015278 59.920139
30.016388 59.920139
30.016388 59.919861
30.018053 59.919861
30.018053 59.919582
30.019167 59.919582
30.019167 59.919304
30.020836 59.919304
30.020836 59.919582
30.021387 59.919582
30.021387 59.919304
30.022497 59.919304
30.022497 59.919029
30.023609 59.919029
30.023609 59.918751
30.025278 59.918751
30.025278 59.918472
30.026388 59.918472
30.026388 59.918194
30.028055 59.918194
30.028055 59.917915
30.028610 59.917915
30.028610 59.917641
30.029167 59.917641
30.029167 59.917362
30.030832 59.917362
30.030832 59.917084
30.031944 59.917084
30.031944 59.916805
30.033611 59.916805
30.033611 59.916527
30.034721 59.916527
30.034721 59.916248
30.036386 59.916248
30.036386 59.915974
30.037500 59.915974
30.037500 59.915695
30.039167 59.915695
30.039167 59.915417
30.040277 59.915417
30.040277 59.915138
30.041945 59.915138
30.041945 59.914860
30.043055 59.914860
30.043056 59.914585
30.044722 59.914585
30.044722 59.914307
30.045834 59.914307
30.045834 59.914028
30.047501 59.914028
30.047501 59.913750
30.049166 59.913750
30.049166 59.913471
30.050280 59.913471
30.050280 59.913193
30.051945 59.913193
30.051945 59.912918
30.053055 59.912918
30.053055 59.912640
30.054722 59.912640
30.054722 59.912361
30.055834 59.912361
30.055834 59.912083
30.057501 59.912083
30.057501 59.911804
30.059723 59.911804
30.059723 59.911530
30.060278 59.911530
30.060278 59.911251
30.060833 59.911251
30.060833 59.910973
30.061386 59.910973
30.061386 59.910694
30.062498 59.910694
30.062498 59.910416
30.063612 59.910416
30.063612 59.910137
30.064169 59.910137
30.064169 59.909863
30.065277 59.909863
30.065277 59.909584
30.068056 59.909584
30.068056 59.909863
30.069166 59.909863
30.069166 59.909584
30.069721 59.909584
30.069723 59.909306
30.070278 59.909306
30.070278 59.909027
30.070833 59.909027
30.070833 59.908749
30.071943 59.908749
30.071943 59.908474
30.073610 59.908474
30.073610 59.908195
30.074722 59.908195
30.074722 59.907917
30.078056 59.907917
30.078056 59.907639
30.079166 59.907639
30.079166 59.907360
30.080278 59.907360
30.080278 59.907082
30.081944 59.907082
30.081944 59.906807
30.082500 59.906807
30.082500 59.906528
30.083055 59.906528
30.083055 59.906250
30.085278 59.906250
30.085278 59.905972
30.086945 59.905972
30.086945 59.905693
30.087500 59.905693
30.087500 59.905418
30.088612 59.905418
30.088612 59.905140
30.089722 59.905140
30.089722 59.904861
30.091391 59.904861
30.091391 59.905140
30.093056 59.905140
30.093056 59.905418
30.093613 59.905418
30.093613 59.905140
30.094723 59.905140
30.094723 59.904861
30.095833 59.904861
30.095833 59.904583
30.096945 59.904583
30.096945 59.904305
30.098612 59.904305
30.098612 59.904026
30.100277 59.904026
30.100277 59.903751
30.100834 59.903751
30.100834 59.903473
30.101389 59.903473
30.101389 59.903194
30.103058 59.903194
30.103058 59.902916
30.103609 59.902916
30.103609 59.902637
30.104168 59.902637
30.104168 59.902084
30.105280 59.902084
30.105280 59.901806
30.106388 59.901806
30.106388 59.901527
30.107500 59.901527
30.107500 59.901249
30.109167 59.901249
30.109167 59.900970
30.110832 59.900970
30.110832 59.900696
30.111944 59.900696
30.111944 59.900417
30.112499 59.900417
30.112499 59.900139
30.113611 59.900139
30.113611 59.899860
30.115833 59.899860
30.115833 59.899582
30.117498 59.899582
30.117498 59.899307
30.119722 59.899307
30.119722 59.899029
30.120832 59.899029
30.120832 59.898750
30.121389 59.898750
30.121389 59.898472
30.121944 59.898472
30.121944 59.898193
30.123611 59.898193
30.123611 59.897915
30.125278 59.897915
30.125278 59.897640
30.126389 59.897640
30.126389 59.897362
30.127501 59.897362
30.127501 59.897083
30.129169 59.897083
30.129169 59.896805
30.130280 59.896805
30.130280 59.896526
30.131390 59.896526
30.131390 59.896252
30.132502 59.896252
30.132502 59.895973
30.133612 59.895973
30.133612 59.895695
30.135834 59.895695
30.135834 59.895416
30.136944 59.895416
30.136944 59.895138
30.138056 59.895138
30.138056 59.894859
30.139166 59.894859
30.139166 59.894585
30.140278 59.894585
30.140278 59.894306
30.142500 59.894306
30.142500 59.894028
30.143612 59.894028
30.143612 59.893749
30.144720 59.893749
30.144720 59.893471
30.146391 59.893471
30.146391 59.893196
30.148056 59.893196
30.148056 59.892918
30.149723 59.892918
30.149723 59.892639
30.151388 59.892639
30.151388 59.892361
30.152500 59.892361
30.152500 59.892082
30.154722 59.892082
30.154722 59.891804
30.155834 59.891804
30.155834 59.891529
30.157497 59.891529
30.157497 59.891251
30.159166 59.891251
30.159166 59.890972
30.160278 59.890972
30.160278 59.890694
30.160833 59.890694
30.160833 59.890415
30.161943 59.890415
30.161945 59.890141
30.164722 59.890141
30.164722 59.889862
30.165833 59.889862
30.165833 59.889584
30.166945 59.889584
30.166945 59.889305
30.168055 59.889305
30.168058 59.889027
30.168612 59.889027
30.168612 59.888748
30.169167 59.888748
30.169167 59.888474
30.170277 59.888474
30.170277 59.888195
30.173613 59.888195
30.173613 59.887917
30.179167 59.887917
30.179167 59.888195
30.183611 59.888195
30.183611 59.888474
30.184166 59.888474
30.184166 59.888748
30.184723 59.888748
30.184723 59.889027
30.185833 59.889027
30.185833 59.889305
30.186945 59.889305
30.186945 59.889584
30.188055 59.889584
30.188055 59.889862
30.188614 59.889862
30.188614 59.890141
30.189167 59.890141
30.189167 59.890415
30.189722 59.890415
30.189722 59.891251
30.190277 59.891251
30.190277 59.892361
30.190832 59.892361
30.190832 59.892639
30.191389 59.892639
30.191389 59.892918
30.191944 59.892918
30.191944 59.893196
30.192499 59.893196
30.192499 59.893471
30.193054 59.893471
30.193054 59.894028
30.193611 59.894028
30.193611 59.894859
30.194721 59.894859
30.194723 59.894028
30.195833 59.894028
30.195833 59.894306
30.196386 59.894306
30.196386 59.894585
30.196945 59.894585
30.196945 59.894859
30.198055 59.894859
30.198055 59.895138
30.198608 59.895138
30.198608 59.895695
30.199167 59.895695
30.199167 59.895973
30.200277 59.895973
30.200277 59.896252
30.200834 59.896252
30.200834 59.896526
30.201389 59.896526
30.201389 59.896805
30.203056 59.896805
30.203056 59.897083
30.203611 59.897083
30.203611 59.897362
30.204166 59.897362
30.204166 59.898193
30.204721 59.898193
30.204721 59.898750
30.205278 59.898750
30.205278 59.899029
30.205833 59.899029
30.205833 59.899307
30.206388 59.899307
30.206388 59.901249
30.206944 59.901249
30.206945 59.901527
30.207500 59.901527
30.207500 59.902363
30.208055 59.902363
30.208055 59.902637
30.209723 59.902637
30.209723 59.902363
30.212502 59.902363
30.212502 59.902637
30.213055 59.902637
30.213057 59.903194
30.213612 59.903194
30.213612 59.903473
30.214167 59.903473
30.214167 59.904026
30.214722 59.904026
30.214722 59.905140
30.214167 59.905140
30.214167 59.905418
30.211945 59.905418
30.211945 59.905693
30.210833 59.905693
30.210833 59.905972
30.209723 59.905972
30.209723 59.906250
30.209169 59.906250
30.209169 59.906807
30.208611 59.906807
30.208611 59.907082
30.208055 59.907082
30.208055 59.907360
30.206945 59.907360
30.206944 59.908474
30.206388 59.908474
30.206388 59.908749
30.206944 59.908749
30.206945 59.909306
30.207500 59.909306
30.207500 59.909584
30.208055 59.909584
30.208055 59.910137
30.208611 59.910137
30.208611 59.910416
30.209169 59.910416
30.209169 59.911251
30.209723 59.911251
30.209723 59.912083
30.210279 59.912083
30.210279 59.912640
30.210833 59.912640
30.210833 59.913471
30.211388 59.913471
30.211388 59.914585
30.211945 59.914585
30.211945 59.914860
30.212502 59.914860
30.212502 59.915138
30.213055 59.915138
30.213057 59.915417
30.214167 59.915417
30.214167 59.915138
30.214722 59.915138
30.214722 59.914860
30.217501 59.914860
30.217501 59.915138
30.218611 59.915138
30.218611 59.914860
30.219166 59.914860
30.219166 59.914585
30.220833 59.914585
30.220833 59.914860
30.223612 59.914860
30.223612 59.914307
30.224169 59.914307
30.224169 59.913750
30.223612 59.913750
30.223612 59.912918
30.223055 59.912918
30.223055 59.912361
30.222500 59.912361
30.222500 59.912083
30.221945 59.912083
30.221945 59.911804
30.221390 59.911804
30.221390 59.911530
30.220833 59.911530
30.220833 59.911251
30.220278 59.911251
30.220278 59.910973
30.219723 59.910973
30.219723 59.910416
30.219166 59.910416
30.219166 59.909863
30.219723 59.909863
30.219723 59.909584
30.220833 59.909584
30.220833 59.909863
30.221945 59.909863
30.221945 59.910137
30.223055 59.910137
30.223055 59.910416
30.223612 59.910416
30.223612 59.911251
30.224169 59.911251
30.224169 59.911530
30.224722 59.911530
30.224722 59.912083
30.225834 59.912083
30.225834 59.912361
30.226391 59.912361
30.226391 59.912640
30.226944 59.912640
30.226944 59.913471
30.228056 59.913471
30.228056 59.913750
30.229721 59.913750
30.229721 59.914028
30.234142 59.914013
30.234833 59.914528
30.240694 59.915138
30.242880 59.922638
30.240833 59.922638
30.240833 59.923195
30.240278 59.923195
30.240278 59.923752
30.239719 59.923752
30.239719 59.924026
30.237497 59.924026
30.237497 59.923752
30.234722 59.923752
30.234722 59.924026
30.234165 59.924026
30.234165 59.924305
30.233612 59.924305
30.233610 59.924583
30.233055 59.924583
30.233055 59.925140
30.232500 59.925140
30.232500 59.925694
30.231943 59.925694
30.231943 59.925972
30.231388 59.925972
30.231388 59.926250
30.230833 59.926250
30.230833 59.926529
30.230278 59.926529
30.230278 59.927082
30.229721 59.927082
30.229721 59.927639
30.230833 59.927639
30.230833 59.927361
30.231943 59.927361
30.231943 59.927082
30.232500 59.927082
30.232500 59.926807
30.233610 59.926807
30.233612 59.927082
30.234165 59.927082
30.234165 59.927639
30.234722 59.927639
30.234722 59.928471
30.234165 59.928471
30.234165 59.928749
30.233612 59.928749
30.233610 59.929028
30.233055 59.929028
30.233055 59.929306
30.230833 59.929306
30.230833 59.930416
30.231388 59.930416
30.231388 59.931252
30.231974 59.931293
30.229992 59.932640
30.229721 59.932640
30.229721 59.932362
30.229166 59.932362
30.229166 59.931252
30.228613 59.931252
30.228613 59.929306
30.228056 59.929306
30.228056 59.928196
30.227503 59.928196
30.227503 59.927917
30.224722 59.927917
30.224722 59.928196
30.223055 59.928196
30.223055 59.928471
30.220833 59.928471
30.220833 59.928749
30.218611 59.928749
30.218611 59.929028
30.215834 59.929028
30.215834 59.929585
30.215279 59.929585
30.215279 59.930138
30.214722 59.930138
30.214722 59.930695
30.214167 59.930695
30.214167 59.931252
30.213612 59.931252
30.213612 59.932362
30.213055 59.932362
30.213055 59.932640
30.212502 59.932640
30.212502 59.933750
30.211945 59.933750
30.211945 59.934307
30.211388 59.934307
30.211388 59.934860
30.210833 59.934860
30.210833 59.935417
30.210279 59.935417
30.210279 59.935696
30.209723 59.935696
30.209723 59.935970
30.209169 59.935974
30.209169 59.936806
30.208611 59.936806
30.208611 59.937363
30.208055 59.937363
30.208055 59.937637
30.207500 59.937637
30.207500 59.938194
30.206944 59.938194
30.206944 59.939304
30.206388 59.939304
30.206388 59.939861
30.205833 59.939861
30.205833 59.940418
30.205278 59.940418
30.205278 59.941528
30.204721 59.941528
30.204721 59.942081
30.204166 59.942081
30.204166 59.942638
30.203611 59.942638
30.203611 59.942917
30.203056 59.942917
30.203056 59.943474
30.202499 59.943474
30.202499 59.946529
30.203056 59.946529
30.203056 59.948193
30.203611 59.948193
30.203611 59.950138
30.204166 59.950138
30.204166 59.950695
30.204721 59.950695
30.204721 59.952084
30.205278 59.952084
30.205278 59.952641
30.205833 59.952641
30.205833 59.953194
30.206388 59.953194
30.206388 59.954304
30.206944 59.954304
30.206944 59.954861
30.207500 59.954861
30.207500 59.956249
30.208055 59.956249
30.208055 59.957085
30.208611 59.957085
30.208611 59.957638
30.209169 59.957638
30.209169 59.958752
30.209723 59.958752
30.209723 59.959026
30.210279 59.959026
30.210279 59.959305
30.210833 59.959305
30.210833 59.959583
30.211388 59.959583
30.211388 59.959862
30.211945 59.959862
30.211945 59.960140
30.212502 59.960140
30.212502 59.960415
30.213612 59.960415
30.213612 59.960693
30.214722 59.960693
30.214722 59.960972
30.216389 59.960972
30.216389 59.961250
30.218056 59.961250
30.218056 59.961529
30.220055 59.961529
30.220579 59.963085
30.235834 59.965527
